lemma	pos	form	sentence	source_corpus
vanha	ADJ	vanhastaan	Pysymme siinä, mitä olemme esivanhemmiltamme oppineet ja jotka vanhastaan ovat olemassa olleet.	fi
vanha	ADJ	vanhan	En haluaisi olla sinä, Laine kertoo vanhan ystävän sanoneen.	fi
kauko-	ADJ	kauas	En näe matkan varrella motoristeja, mutta konttorimme edessä on ihmisjoukko, jonka huuto kuuluu kauas.	fi
kauko-	ADJ	Kauaa	Kauaa ei kulunut tuosta keikasta, kun Kallio kuuli Virran kuolemasta.	fi
ilta	NOUN	iltamme	Viimeinen iltamme ei mennyt kovin hyvin.	fi
ilta	NOUN	illalla	Tulen kotiin myöhään illalla.	fi
kuunnella	VERB	kuuntelisitte	Olisi hyvä jos kuuntelisitte, mitä minä nyt sanon, luulen että se on tärkeää.	fi
kuunnella	VERB	kuuntele	Ainakaan hän ei kuuntele, mitä hänelle sanotaan.	fi
pieni	ADJ	pienien	Enää ei voi valittaa, että huono menestys tekoälymarkkinoilla on pelkästään liian pienien investointien syytä.	fi
pieni	ADJ	pienissä	Äly näkyy pienissä asioissa.	fi
syy	NOUN	syytäni	Tämä on minun syytäni.	fi
syy	NOUN	syyn	Juuri nyt haluaisin löytää syyn sille, miksi en tule raskaaksi.	fi
pari	NOUN	parinasi	En ansaitse olla sinun parinasi enää.	fi
pari	NOUN	parina	Kaupunki maksaa äidille hoitajan parina päivänä kuussa, jotta minä voin tehdä jotain muuta.	fi
kuulua	VERB	kuulumatta	Sitten suu liikkui äänen kuulumatta.	fi
kuulua	VERB	kuuluin	Silloin muodostettiin useita sellaisia ryhmiä kuin se, johon minä kuuluin.	fi
yö	NOUN	yöhön	Ensimmäinen uni moneen yöhön.	fi
yö	NOUN	öitään	Pia alkoi nukkua öitään sohvalla, sänky oli kuulemma liian pehmeä.	fi
luoja	NOUN	Luojasi	Tuollaisena menet Luojasi eteen surkeassa kunnossa!	fi
luoja	NOUN	luojaasi	Nyt voit sännätä lähtöportille ja kiittää luojaasi, että olet jotenkuten henkisesti kasassa.	fi
maailma	NOUN	maailmassani	Siellä, minun maailmassani, he ovat vaarassa juuri nyt, tällä hetkellä.	fi
maailma	NOUN	maailmaansa	Ainut, mitä hän on halunnut, on ollut palata takaisin omaan maailmaansa.	fi
hoitaa	VERB	hoidatte	Ja te täällä hoidatte niitä?	fi
hoitaa	VERB	hoidat	Minä olen palkannut sinut tähän tehtävään ja vaadin että hoidat sen.	fi
tunti	NOUN	tuntini	Katsoin sitä ja tajusin, että tuntini oli kulunut umpeen aikoja sitten.	fi
tunti	NOUN	tunneissa	Niitä oli enemmän kuin olisimme mitenkään ehtineet tutkia muutamissa tunneissa.	fi
loppu	NOUN	lopuissa	Mutta lopuissa oli jonkinlainen järki.	fi
loppu	NOUN	lopussa	Olen henkisesti ja taloudellisesti aivan lopussa.	fi
laittaa	VERB	laittanut	Minusta on apua tyttöjen kanssa, ja olen siivonnut ja laittanut ruokaa.	fi
laittaa	VERB	laitetaan	Nyt rahoja laitetaan johonkin, missä ne tuottavat.	fi
kutsua	VERB	kutsuitte	Kiva kun kutsuitte, äiti sanoo.	fi
kutsua	VERB	kutsuit	Vaikka en löytänyt häntä täältä, kutsuit minut sisään.	fi
talo	NOUN	talossamme	Ei sitä kai meidän talossamme.	fi
talo	NOUN	talonsa	Olen jo melkein hänen talonsa kohdalla, kun näen hänen tulevan ovesta ulos.	fi
vaimo	NOUN	vaimollenne	Tai sitten niin käy vaimollenne.	fi
vaimo	NOUN	vaimostanne	Hän kertoi kaiken vaimostanne …	fi
tuntua	VERB	tuntunee	Aika pahalta tuntunee viikonlopun jälkeen Saksassa.	fi
tuntua	VERB	tuntunut	Me oikeasti seurustelemme, eikä mikään ole koskaan tuntunut näin oikealta.	fi
seurata	VERB	seuraa	Itselleen nauravat ihmiset ovat mukavaa seuraa.	fi
seurata	VERB	seuraaman	Lähetin yksikön seuraaman häntä ja toisen vartioimaan hänen kotiaan.	fi
elää	VERB	elämme	Mitä siitä että elämme muita pidempään?	fi
elää	VERB	elimme	Siitä lähtien elimme aluksen kellon mukaan.	fi
ongelma	NOUN	ongelmistasi	Hän kertoi minulle yhtä jos toista ongelmistasi.	fi
ongelma	NOUN	ongelmitta	Se oli yksinkertainen keikka, sisään ja ulos täysin ongelmitta.	fi
ikä	NOUN	iässäsi	Ensimmäiset oireet voivat tulla jo sinun iässäsi.	fi
ikä	NOUN	iäkseen	Nyt se ei koskaan pääse siitä irti, nyt se on kaikeksi iäkseen kirottu!	fi
ensimmäinen	ADJ	ensimmäisensä	Hän muisti harvoin, missä kerroksessa vanhemmat asuivat, oliko lapsi heidän ensimmäisensä vai toisensa.	fi
ensimmäinen	ADJ	ensimmäisestä	Hän oli ainoa näyttelijä, jonka oli tarkoitus olla mukana ensimmäisestä jaksosta sarjan loppuun asti.	fi
perhe	NOUN	perheellemme	Siitä, mikä on parasta perheellemme.	fi
perhe	NOUN	perheemme	Ei aavistustakaan, mitä perheemme tekisi ilman sitä.	fi
ampua	VERB	ampuen	He kävivät poliisien kimppuun, toiset ampuen ja toiset käyttäen kivääriä nuijana.	fi
ampua	VERB	ampuivat	Heillä oli siellä myös kiväärejä, ja silloin tällöin he ampuivat jotakin lähestyvää estettä.	fi
suuri	ADJ	suurin	Mutta suurin osa ihmisen keinovaloista palaa ympäri vuoden.	fi
suuri	ADJ	suureni	Vaara toisella puolen lahden suureni ja suli yhdeksi ainoaksi möhkäleeksi.	fi
kaveri	NOUN	kavereiden	Niinhän se menee kavereiden kesken.	fi
kaveri	NOUN	kaveriesi	Sinun ja sinun kaveriesi puolesta uhrit saavat vapaasti jäädä mätänemään.	fi
pitkä	ADJ	pitkällään	Pystyssä puu parempi kuin pitkällään.	fi
pitkä	ADJ	pitkällesi	Juo kahvisi loppuun, ja käy sitten pitkällesi.	fi
unohtaa	VERB	unohtakaa	Jos teillä on joitain typeriä kysymyksiä kirjasta, unohtakaa ne saman tien.	fi
unohtaa	VERB	unohtaisit	Voisin myös aivopestä sinut niin, että unohtaisit kuka olen ja mikä nimeni on.	fi
väärä	ADJ	vääriin	Hän ei saa joutua kenenkään … vääriin käsiin.	fi
väärä	ADJ	väärää	Sekä kaikenlaista erilaista, väärää ja outoa, joka minua kiehtoo.	fi
apu	NOUN	apuni	On vain mukavaa, että joku haluaa ottaa apuni vastaan.	fi
apu	NOUN	apumme	Muutamassa tunnissa olisit ollut meidän apumme ulottumattomissa.	fi
istua	VERB	istuu	Talon edessä kadulla on suuri moottoripyörä, jonka selässä istuu komea nuori mies.	fi
istua	VERB	istukaa	Mutta istukaa, vieraat, ja nauttikaa, mitä maja matala tarjota taitaa.	fi
iso	ADJ	isossa	Hän opetteli työkaluja, jotka auttavat vastoinkäymisissä: tappio ei ole isossa kuvassa tärkeää, puhuminen auttaa.	fi
iso	ADJ	isolta	Olisi sitä Liisa halunnut tietää, mutta kovin näytti isolta herralta, että olisi ilennyt kysyä.	fi
naida	VERB	nainut	Mä en nainut sitä!	fi
naida	VERB	naitava	Tyttäreni on naitava oikea mies, koska hän on minun tyttäreni.	fi
viikko	NOUN	viikon	Jotain sellaista on nähty viimeisen viikon aikana.	fi
viikko	NOUN	viikot	Viime viikot ovat olleet kamalia.	fi
jatkaa	VERB	jatka	Jos se auttaa sinua, jatka kaikin mokomin.	fi
jatkaa	VERB	jatkaisivat	Jos he jatkaisivat vielä matkaa eivätkä edelleenkään löytäisi vettä, paluumatkaan ei ehkä riittäisi voimia.	fi
joutua	VERB	jouduttu	Siihen oli nyt jouduttu ja siinä sitä nyt mentiin...	fi
joutua	VERB	jouduttava	On jouduttava ennenkuin Ukko saapuu.	fi
sopia	VERB	sovittu	Se oli siis sovittu.	fi
sopia	VERB	sopisin	Ajattelin, että sopisin paremmin sellaisiin hommiin kuin kentälle.	fi
kohta	NOUN	kohtani	Mutta minä en tiennyt, mikä minun heikko kohtani oli.	fi
kohta	NOUN	kohtaani	Hän voisi odottaa ja etsiä heikkoa kohtaani, kunnes löytäisi sen.	fi
pala	NOUN	palani	Tuon palani takaisin, se maistui.	fi
pala	NOUN	palaan	Käännyn kadulla ympäri ja palaan Markuksen luokse.	fi
lähes	ADV	läsnä	Olin todellinen ja läsnä.	fi
lähes	ADV	lähellänne	Merkityksellistä on se, että Andrew on voittanut ennakkoluulonsa ja sallinut heidän elää lähellänne.	fi
saattaa	VERB	saatoin	Surullista kyllä, saatoin oivaltaa tämän ensimmäistä kertaa.	fi
saattaa	VERB	saattakaa	Mutta pyydän, saattakaa minut Nauhasen rantaan asti.	fi
jäädä	VERB	jäätäisiin	Ja sitten jäätäisiin vain siihen, koska hetki olisi hyvä.	fi
jäädä	VERB	jäädessäni	Minua pelotti ja mietin, olinko tehnyt oikean ratkaisun jäädessäni hänen luokseen.	fi
ainoa	ADJ	ainoaksi	Vaara toisella puolen lahden suureni ja suli yhdeksi ainoaksi möhkäleeksi.	fi
ainoa	ADJ	Ainoasta	Ainoasta huoneesta, johon en ollut nähnyt sisälle.	fi
hullu	ADJ	hulluina	Japanilaiset olivat siihen hulluina, Suomen metsissä sitä kasvoi.	fi
hullu	ADJ	hullujen	Jos taistelut kestävät pitkään ja ovat verisiä ja raskaita, hullujen määrä lisääntyy.	fi
mukava	ADJ	mukavissa	Kysyin sinulta erästä asiaa melko mukavissa olosuhteissa.	fi
mukava	ADJ	mukavaa	Itselleen nauravat ihmiset ovat mukavaa seuraa.	fi
tieto	NOUN	tietonsa	Luulit saavasi hänen tietonsa, mutta mennessään hän ne vei.	fi
tieto	NOUN	tietonasi	Pyydän, että pidät yksinomaan omana tietonasi sen, minkä kohta kerron sinulle.	fi
kyse	NOUN	kyseissä	Joukkueenjohtaja-aikoina Hakanen törmäsi usein siihen, että ulkomaalaispelaaja kohtasi ensimmäisen kerran naisen kyseissä tehtävässä.	fi
kyse	NOUN	kysessä	Vikille ja Jenspalle kysessä oli jo kolmas Robinin kanssa tehty musavideo.	fi
paska	NOUN	paskaasi	Saat syödä omaa paskaasi.	fi
paska	NOUN	paskaan	Meillä ei enää ole aikaa tällaiseen paskaan.	fi
kuva	NOUN	kuvat	Olin ajatellut, että ehkä olin vain ruma lapsi, tai kuvat olivat kadonneet.	fi
kuva	NOUN	kuvansa	Jotta hän ottaisi hänen kuvansa mukaan sinne, minne menisi.	fi
hitto	NOUN	hitot	Katselin kaaosta ja ajattelin, että hitot alan siivota.	fi
hitto	NOUN	Hitot	Hitot kantajista, hän tajusi.	fi
kaunis	ADJ	kauniilta	Nainen näyttää kuvassa kauniilta, jopa vähän liian kauniilta minulle.	fi
kaunis	ADJ	kaunista	Seijan silmissä on jotain turvallista ja kaunista, ja nyt niissä on niin paljon muutakin.	fi
onni	NOUN	onnena	Minusta meidän pitäisi ottaa heidät ja pitää sitä onnena.	fi
onni	NOUN	onnen	Minä ansaitsen kaiken tämän onnen, vaikka vanha olenkin.	fi
veli	NOUN	veljellesi	Kuten olen jo veljellesi kertonut, tämä upea kehitys voi alkaa täältä.	fi
veli	NOUN	veljeltäni	Ja vain hieman myöhemmin perin seikkailupuiston veljeltäni, joka juuri silloin sattui olemaan kuollut.	fi
joo	ADV	Joona	Hänestä tuntui että hän oli kuin Joona valaan vatsassa.	fi
aloittaa	VERB	aloittaisin	En tiedä kuinka kaukaa aloittaisin.	fi
aloittaa	VERB	aloitat	Mitä pikemmin aloitat, sen parempi.	fi
parempi	ADJ	paremmasta	Kaipaan vain hieman omaa aikaa ja toivoa paremmasta.	fi
parempi	ADJ	parempia	Äidin paikka oli keittiössä, ja naapurin lapset olivat aina parempia kuin Henna ja minä.	fi
matka	NOUN	matkoihinne	Menkää matkoihinne, sillä tehtävänne on tehty eikä kuolema ole kaukana.	fi
matka	NOUN	matkani	Isäsi rahoitti matkani tänne, ja sen jälkeen minun tarvitsi vain pitää aluksia silmällä.	fi
kulta	NOUN	kullillasi	Ainoa käsi kullillasi on sinun omasi.	fi
kulta	NOUN	kultaani	Jos mä näytän loistavan, kultaani mä syytän vaan.	fi
panna	VERB	panisitte	Te panisitte asiat kohdalleen.	fi
panna	VERB	panimme	Me vain panimme heidät vähäksi aikaa tuonne ruokakomeroon.	fi
silmä	NOUN	silmilleni	Kuvernööri oli liian arvokas silmilleni.	fi
silmä	NOUN	silmiemme	Tuolla, silmiemme edessä, istuu kultainen lohikäärme.	fi
viimeinen	ADJ	viimeisenne	Se on myös viimeisenne.	fi
viimeinen	ADJ	viimeisen	Jotain sellaista on nähty viimeisen viikon aikana.	fi
vittu	NOUN	Vittua	Kun hän huusi Vittua avukseen, Vittu ilmoitti että hänen tulee lähteä pois siitä paikasta.	fi
vittu	NOUN	vituillaan	Tämä on vituillaan, Mae.	fi
jumala	NOUN	jumalia	Paha on, kun ei omia jumalia palvella, mutta pahempi vielä, kun vieraita suositellaan.	fi
jumala	NOUN	Jumalista	Odin Jumalista korkein ja vanhin.	fi
pysty	ADJ	pystyt	Sä pystyt siihen, minä sanon.	fi
pysty	ADJ	pystyn	Yritän rentoutua niin hyvin kuin pystyn.	fi
huoli	NOUN	huoleksesi	En aio jättää mitään sinun huoleksesi.	fi
huoli	NOUN	huolenne	Silti se on teidän huolenne eikä ainakaan tällä hetkellä kiinnosta minua tippaakaan.	fi
ostaa	VERB	ostin	Eilen ostin, minä vastaan nopeasti.	fi
ostaa	VERB	ostaessa	Tai voihan olla että maalaukset olivat talossa jo komentajan ostaessa sen.	fi
muuttaa	VERB	muuttaisit	Oletko koskaan harkinnut, että muuttaisit Maahan?	fi
muuttaa	VERB	muutan	Minun ei kannata maksaa kahdesta asunnosta, joten muutan äidin luokse asumaan.	fi
ovi	NOUN	ovellasi	Täällä on kaksi miestä ovellasi, eikä minulla ole aavistustakaan, pitäisikö minut päästää heidät sisään.	fi
ovi	NOUN	ovellanne	Kävin ovellanne jo iltapäivällä, mutta ette ollut kotona.	fi
toivoa	VERB	toivoit	Mutta en tartu miekkaan, jos toivoit sitä.	fi
toivoa	VERB	toivottava	Ja joskus yksi ongelma, vaikkakin suurikokoinen, on jopa toivottava tilanne.	fi
henki	NOUN	Hengessä	Hän on nyt Hengessä.	fi
henki	NOUN	henkeänne	Tietojemme mukaan tämä ei välttämättä ollut ainoa henkeänne vastaan tehty yritys.	fi
kova	ADJ	koville	Siinä on tarpeeksi aihetta panna planeetta koville.	fi
kova	ADJ	kovia	Pidämme kovaa vauhtia yllä ja on tosi terveellistä uskaltaa asettaa kovia tavoitteita.	fi
täysi	ADJ	täydempi	Huone on vielä äskeistä täydempi.	fi
täysi	ADJ	täysien	Ojentuneena hän otti vielä neljä keinuvaa askelta ja kaatui sitten täysien kalakärryjen päälle.	fi
rouva	NOUN	rouvalla	En tarkoita että rouvalla tulee, hoikka varsi niin voi olla että ei.	fi
rouva	NOUN	rouvista	Tarjoaako joku rouvista enemmän?	fi
luottaa	VERB	luotettava	Tämä on outoa, sillä hän on yleensä niin luotettava.	fi
luottaa	VERB	luottaisin	Miksi minä luottaisin juuri teihin?	fi
riittää	VERB	riitä	Pelkästään toinen näistä ei yksin riitä selittämään sitä, mitä Trump tulleilla tavoittelee.	fi
riittää	VERB	riittäminen	Ainoa sulhasta jännittävä asia massiivisissa häissä on kakku tai lähinnä sen riittäminen.	fi
jää	NOUN	jäissä	Ne ovat jäissä, kyllä.	fi
jää	NOUN	jäät	Jos jäät jälkeen, emme odota.	fi
kaupunki	NOUN	kaupungissa	Pimeää pääsee kaupungissa kokemaan niin harvoin.	fi
kaupunki	NOUN	kaupungissamme	Mutta velho Istredd … muista, hän on tärkeä mies kaupungissamme.	fi
miettiä	VERB	mieti	Älä mieti sellaista, minä sanon.	fi
miettiä	VERB	miettikää	Menkää kotiin ja miettikää asiaa.	fi
tärkeä	ADJ	tärkeän	Mikä tästä tekee niin tärkeän?	fi
tärkeä	ADJ	tärkeänä	Yksikään kapteeni ei voi luvata sellaista, mikäli pitää totuutta tärkeänä.	fi
eri	ADJ	erillä	Mutta sinä haluat pitää minut laatikossa, erillä omasta elämästäsi.	fi
eri	ADJ	erit	En ole muuttunut, tavoitteet ovat samat, keinot erit, Veera Ruoho sanoi.	fi
lukea	VERB	luettava	Siitä huolimatta hänen oli luettava.	fi
lukea	VERB	lukemasta	Se ei silti estä minua lukemasta luita.	fi
ala	NOUN	alaani	Sellainen ei ole minun alaani.	fi
ala	NOUN	aloillesi	Olisitko asettunut aloillesi, jos sulla olisi ollut puoliso?	fi
palata	VERB	palaaminen	Kirjastoon palaaminen olisi kuitenkin ollut minulle liian raskasta.	fi
palata	VERB	palaavat	Tytöt palaavat television ääreen.	fi
tuoda	VERB	tuodessani	Olen pahoillani tuodessani sinulle kiusallisia uutisia, mutta nolasin myös itseni sinun silmissäsi.	fi
tuoda	VERB	tuotiin	Yksi tytöistä oli eksynyt muista ja tuotiin Panulaan, jossa otettiin orjaksi.	fi
pelastaa	VERB	pelastaessani	Mistä tietää, että tein hyvin pelastaessani sinut?	fi
pelastaa	VERB	pelastaisit	Mutta heti kun näin sinut, tiesin että pelastaisit minut.	fi
hätä	NOUN	hätää	Ja ei kai tässä hengen hätää ole, koska se nauroi.	fi
hätä	NOUN	hädän	Et odota keneltäkään apua etkä aio katsoa kenenkään toisen hädän puoleen.	fi
pelätä	VERB	pelätty	Tässä leirissä ei pelätty kuolemaa.	fi
pelätä	VERB	pelkäävä	Jokainen kuolemaa pelkäävä ihminen aneli armoa samalla tavalla.	fi
huone	NOUN	huonetta	Talossa on viisi huonetta ja iso keittiö.	fi
huone	NOUN	huonettani	Lähdin kävelemään kohti huonettani.	fi
maksa	NOUN	maksaani	Saanko pyytää teitä harkitsemaan maksaani?	fi
maksa	NOUN	maksaan	Jopa vatsaan osuessaan nuoli olisi lävistänyt sen ja osunut sydämeen, maksaan tai keuhkoihin.	fi
viisi	NUM	viideltä	Miksi herätä vasta viideltä, kysyin itseltäni.	fi
viisi	NUM	viidet	Heitä oli kuusi saapuessamme sisään, ja viidet noista kasvoista olivat minulle täysin vieraita.	fi
lähettää	VERB	lähetät	He lähettävät sinulle tavaraa ja sinä lähetät takaisin.	fi
lähettää	VERB	lähettämäsi	No, sehän kohta nähdään … Katsotaan, miten lähettämäsi tiedot täsmäävät tytön kanssa.	fi
tosa	NOUN	tosia	Truismit olivat tosia, niistä oli pidettävä kiinni!	fi
tosa	NOUN	tosiaan	Minä mietin, että pitääkö jokainen kolkka tosiaan valaista.	fi
ase	NOUN	aseitanne	Ne voisivat olla aseitanne.	fi
ase	NOUN	aseella	Kolme poliisia osoittaa minua aseella.	fi
ajaa	VERB	ajaessasi	Älä kuuntele tätä biisiä ajaessasi.	fi
ajaa	VERB	ajoivat	Miehet, jotka hänen ohitsensa ajoivat, olivat vähän väliä hänen tiellään, milloin pitkin, milloin poikki.	fi
vuo	NOUN	vuon	Hän tunsi surun vuon pulpahtavan sisällään ja kääntyi pois.	fi
vuo	NOUN	vuoksensa	Elovaara erosi vaimostaan, sillä ei halunnut nähdä tämän kärsivän vuoksensa.	fi
minuutti	NOUN	minuuttiin	Mitään ei tapahtunut minuuttiin tai pariin.	fi
minuutti	NOUN	minuuteista	Periaate ei tietenkään tule tekemään minuuteista yhtään vähemmän epämiellyttäviä.	fi
tohtori	NOUN	tohtorin	Antaa tohtorin tehdä terveeksi.	fi
tohtori	NOUN	tohtoreita	Maailmoissa on tohtoreita, jotka pystyvät parantamaan hehkutaudin, jos haluaisin parantua.	fi
lupa	NOUN	lupaa	Pomoni ei lupaa mitään.	fi
lupa	NOUN	luvat	Luulen, että minulla on tarvittavat luvat.	fi
väli	NOUN	välillänne	En halua enää katsella tuota menoa teidän välillänne!	fi
väli	NOUN	väleistämme	Ja oikeastaan voisi olla hyvä, jos puhuisimme myös vähän meidän … väleistämme.	fi
vaikea	ADJ	vaikeana	Et halua kommentoida enempää ja pyydät, että Elizabethin yksityisyyttä kunnioitetaan tänä vaikeana aikana.	fi
vaikea	ADJ	vaikealla	Miehistä tulisi hänen matkakumppaneitaan vaikealla matkalla.	fi
avata	VERB	avattiin	Ovet avattiin, ja väkeä tunki sisään niin paljon kuin sinne mahtui.	fi
avata	VERB	avaamasta	Fernanda ei ainoastaan kieltäytynyt avaamasta ovia kun kuuma ja kuiva tuuli alkoi puhaltaa.	fi
kiva	ADJ	kivempi	Hirveän paljon kivempi kuin isän paikka.	fi
kiva	ADJ	kivalta	En tiennyt mitään kelloista, mutta se tosiaankin näytti kivalta.	fi
hakea	VERB	haettaisiin	Pian ne haettaisiin pois.	fi
hakea	VERB	haitte	Viimeksi täällä ollessanne te haitte apua meiltä.	fi
nukkua	VERB	nukkumaan	Hän halusi vain mennä nukkumaan.	fi
nukkua	VERB	nukuttu	Takana on erittäin huonosti nukuttu yö.	fi
kirjoittaa	VERB	kirjoittava	Jossain määrin hän oli luultavasti parempi, kiltimpi versio kuin näitä sanoja kirjoittava tyyppi.	fi
kirjoittaa	VERB	kirjoittaminen	Se tulee viemään aikaa, koska kirjoittaminen on minulle vaikeaa, mutta se tekee hyvää sormilleni.	fi
käskeä	VERB	käskemällä	Ei hän ketään pakota, ei ketään käskemällä käske.	fi
käskeä	VERB	käskisit	Sinä käskisit häntä ostamaan.	fi
tutkia	VERB	tutkikaa	Kyllä, tutkikaa kaikin mokomin – olen varma, että sellaisia asioita odotetaan.	fi
tutkia	VERB	tutkiessani	Tunnistin hänet kuvista, joita olin nähnyt netissä tutkiessani yhtiötä.	fi
huono	ADJ	huonoiksi	Ajat ovat muuttumassa huonoiksi.	fi
huono	ADJ	huonossa	Tiedänhän minä toki, että aseemme olivat melko huonossa kunnossa.	fi
sana	NOUN	sananne	Mutta ennen kaikkea sananne eivät ole totta.	fi
sana	NOUN	sanoissaan	Hänen sanoissaan oli silti jotain järkeä.	fi
välittää	VERB	välität	Haluan, että välität viestin niin, ettei hän unohda sitä heti.	fi
välittää	VERB	välittänyt	Joko ei pastori kuullut tai ei siitä välittänyt.	fi
voittaa	VERB	voitin	Minä voitin, siis jään.	fi
voittaa	VERB	voittakoon	Sotilas toista vastaan, paras voittakoon.	fi
tajuta	VERB	tajuaminen	Nyt he olivat poissa, ja niin nopeasti, että sen tajuaminen oli melkein liian järkyttävää.	fi
tajuta	VERB	tajuatte	Kuinka paljon aikaa ja tosiasioita te kaksi tarvitsette ennen kuin tajuatte?	fi
menettää	VERB	menetetty	Onko peli niiden suhteen jo menetetty?	fi
menettää	VERB	menettäisin	Koska jos asia tulisi julki, menettäisin pääni.	fi
kuulostaa	VERB	kuulostivat	Hetken aikaa he kuulostivat, mutta ei sieltä mitään kuulunut.	fi
kuulostaa	VERB	kuulostavansa	Tuottaja tiesi kuulostavansa hölmöltä, mutta ei hän osannut muotoilla asiaa toisinkaan.	fi
huomata	VERB	huomasit	Tiedän, että huomasit sen nopeasti.	fi
huomata	VERB	huomaamaton	Se on uusi tilanne ihmiselle, joka on yrittänyt koko elämänsä olla huomaamaton.	fi
mikin	PRON	millekin	Silloin Kaarina heitä tutkimaan, mikä heille millekin nimeksi.	fi
mikin	PRON	mihinkin	Strambli, ota haarniskat esiin ja selvitä, mikä osa kuuluu mihinkin.	fi
kysymys	NOUN	kysymyksiisi	Meidän tehtävämme on selvittää kysymyksiisi vastaukset.	fi
kysymys	NOUN	kysymysten	Vaikeinta oli löytää oikea hetki kysymysten esittämiseen.	fi
homma	NOUN	hommasi	Se on sinun hommasi, ja ymmärrän sen.	fi
homma	NOUN	hommista	Isä sai niistä hommista hyvät rahat, sen muistan.	fi
nuori	ADJ	nuoremme	Meidän omat nuoremme kasvavat, perustavat myös perheitä.	fi
nuori	ADJ	nuorta	Pesonen ei odota mitään nuorta huippumallia, mutta ehkä voin yrittää tehdä iholleni jotain.	fi
dollari	NOUN	dollarini	Lähetit tuon minulle, ja Clarence piti dollarini.	fi
dollari	NOUN	dollarianne	Annan kaksi dollarianne takaisin, niillä saatte uuden vihkitodistuksen.	fi
neljä	NUM	neljälle	Tilaa oli riittävästi meille neljälle ja pienelle määrälle saalista.	fi
neljä	NUM	neljältä	Sitten hän sytytti ne huolellisesti palamaan kaikilta neljältä kulmalta.	fi
ohi	ADV	oheen	Kun muiden vaivojeni oheen näyttää liittyvän päänsärky, pysähdyn ensin apteekissa, sitten kioskilla.	fi
ohi	ADV	ohelle	Siksi köyhille lisättiin kirjainten ohelle kuvia, jotta hekin ymmärtäisivät tarinoita.	fi
outo	ADJ	oudoksi	Mutta sen jälkeen kaikki muuttui oudoksi.	fi
outo	ADJ	outoa	Sekä kaikenlaista erilaista, väärää ja outoa, joka minua kiehtoo.	fi
onnistua	VERB	onnistuvasi	Ja kuinka kauan luulet onnistuvasi siinä?	fi
onnistua	VERB	onnistuvani	En voinut väittää onnistuvani.	fi
aamu	NOUN	aamuna	Seuraavana aamuna tilanne on kuitenkin muuttunut.	fi
aamu	NOUN	aamulla	Isällä oli kuitenkin aamulla niin heikko olo, että hän jäi kotiin.	fi
vesi	NOUN	vetemme	Epätoivoiset ihmiset voisivat tappaa meidät vetemme vuoksi.	fi
vesi	NOUN	vetensä	Puro, josta suihkulähde oli saanut vetensä, oli kaiketi muuttanut uomaansa monta kertaa.	fi
koulu	NOUN	koulussamme	Se pani miettimään, oliko koulussamme muita mahdollisesti kodittomia nuoria.	fi
koulu	NOUN	koululta	Kun olin ajamassa koululta kotiin, auton takana välähti sinistä.	fi
valita	VERB	valitsemastasi	Pystytkö tekemään valitsemastasi sanasta aivan erityisen.	fi
valita	VERB	valitse	Kukaan ei itse valitse herraansa, vaan herrat valitsevat, eikös näin ole?	fi
päättää	VERB	päätit	Miten sinä sellaista päätit toivoa?	fi
päättää	VERB	päättäisivät	Jumala ei ollut luonut ihmisiä sitä varten, että nämä päättäisivät itse päivänsä.	fi
tyyppi	NOUN	tyyppini	Millainen minun tyyppini sitten on? hän kysyi itseltään.	fi
tyyppi	NOUN	tyyppiäni	Olin hiukan hämilläni, se ei ollut oikein tyyppiäni.	fi
taka	NOUN	taaksenne	Teidän on määrä jättää taaksenne poltettu maa.	fi
taka	NOUN	takanamme	Ovet alkoivat sulkea leukojaan takanamme.	fi
tytär	NOUN	tyttäreensä	Eikö hän edes pitänyt yhteyttä tyttäreensä?	fi
tytär	NOUN	tyttärellenne	Sen verran te olette tyttärellenne velkaa!	fi
löytyä	VERB	löytyisi	Jospa sieltä löytyisi uskoa, pelkoa tai viisautta niiden välistä.	fi
löytyä	VERB	löydyttävä	Eli poistumistien ja -tavan on löydyttävä jostakin hyvin läheltä.	fi
okei	INTJ	ookoo	Jos on valmis menettämään sen mitä tavoittelee, niin se on tietysti ookoo.	fi
molempi	PRON	molempain	Kylmä ilman henki nuolaisi molempain kasvoja ja tuntui selkäpiihin saakka.	fi
molempi	PRON	molemmista	Yhtä suuria tietäjiä tuli molemmista, yhtä hyviä laulajia, metsämiehiä ja kaupantekijöitä he olivat.	fi
neiti	NOUN	neidistä	Pidän nuoresta neidistä huolta miten parhaiten taidan.	fi
neiti	NOUN	neidiksi	Mies nimitti häntä neidiksi vaikka hän oli selkeästi painottanut olevansa rouva.	fi
vaikuttaa	VERB	vaikuttamassa	Historiaa hyvinkin, mutta he kaikki olivat olleet vaikuttamassa siihen, niin eri leireissä kuin olivatkin.	fi
vaikuttaa	VERB	vaikutettava	Oli pidettävä pää kylmänä ja vaikutettava vaatimattomalta.	fi
valehdella	VERB	valehdeltiin	Ei, vaan sen takia, että sinulle valehdeltiin.	fi
valehdella	VERB	valehtelet	Vaan jos sinä valehtelet?	fi
tilanne	NOUN	tilanteesi	Mutta tilanteesi on vakaa.	fi
tilanne	NOUN	tilanteeseen	Häntä hävettää, vaikka kaikki tänne tulevat miehet joutuvat samaan tilanteeseen.	fi
kello	NOUN	kelloon	Otat kelloon toisen äänen.	fi
